,Cod_Estab,measure_L,measure_M,Cod_Personal,LastGrade,G4,G5,G6,G7,G8,G9,measure_L_std,measure_M_std,studentPerformace
3535,04-16-0533-43,1.595,0.775,C067JUT,9,1,1,1,1,1,1,1.6105338165417342,1.0579009851001684,-1.5891604834591644
3536,04-16-0533-43,1.746,1.35,C069SVN,7,1,1,1,1,0,0,1.7630044161014846,1.8427952643680352,-2.2518231384433287
3537,04-16-0533-43,2.283,2.395,C072NJU,5,1,1,0,0,0,0,2.305234296655034,3.2692553023418105,-3.6436812159159215
3538,04-16-0533-43,1.068,-0.279,C083RRS,4,1,0,0,0,0,0,1.078401326687506,-0.38084435463606064,-0.19576078270288955
3539,04-16-0532-43,-3.332,0.122,C117NRF,7,1,1,1,1,0,0,-3.1227486765672436,0.19902050225978662,2.3660413424328777
3540,04-16-0532-43,0.075,-1.235,C118BUM,6,1,1,1,0,0,0,0.07028996120724589,-2.0146747564822665,1.6722213139114275
3541,04-16-0532-43,-0.991,0.265,C118GUL,4,1,0,0,0,0,0,-0.9287646874184089,0.43229863195773327,0.6492293536110036
3542,04-16-2462-43,-0.042,-0.58,C125UCV,9,1,1,1,1,1,1,-0.04234598933640108,-1.1045196286307184,1.1085397813664772
3543,04-16-0533-43,1.746,0.385,C139ZZU,9,1,1,1,1,1,1,1.7630044161014846,0.5255379087271804,-1.3207031134920104
3544,04-16-0533-43,1.694,1.197,C150DGB,9,1,1,1,1,1,1,1.710497984465014,1.6339451344063245,-2.067054314248762
3545,04-16-0533-43,2.283,1.081,C156XPT,9,1,1,1,1,1,1,2.305234296655034,1.4756012450235896,-2.3758141560340227
3546,04-16-0533-43,4.259,1.494,C177UYD,9,1,1,1,1,1,1,4.300478698840907,2.0393600925672923,-4.185652009352866
3547,04-16-2462-43,1.007,-0.154,C254UCT,9,1,1,1,1,1,1,1.015295506232283,-0.2932690048433287,-0.21302657215256854
3548,04-16-0533-43,1.068,0.526,C267RTI,7,1,1,1,1,0,0,1.078401326687506,0.7180076363389529,-0.9724982128436266
3549,04-16-2462-43,3.52,1.041,C320YFT,9,1,1,1,1,1,1,3.5489972015269475,1.9824222989734102,-3.6138437501502487
3550,04-16-0533-43,-0.832,-0.007,C322MUP,9,1,1,1,1,1,1,-0.8401029061835252,-0.009555234704130553,0.8988443642576123
3551,04-16-2462-43,1.859,0.305,C325BPI,7,1,1,1,1,0,0,1.8743141470564193,0.5808249771247743,-1.4385185075465217
3552,04-16-0533-43,1.542,0.505,C325LZL,9,1,1,1,1,1,1,1.5570176458353318,0.6893419322265613,-1.290785147041919
3553,04-16-0533-43,1.068,0.396,C342MKF,9,1,1,1,1,1,1,1.078401326687506,0.540553277547957,-0.8470623545600293
3554,04-16-0532-43,1.595,0.907,C394PLU,6,1,1,1,0,0,0,1.494833175007429,1.4796032422100531,-1.805405113751029
3555,04-16-0533-43,3.554,1.503,C419WKA,6,1,1,1,0,0,0,3.5886126545387604,2.0516453943297455,-3.690796994264836
3556,04-16-2462-43,0.948,0.249,C421RID,9,1,1,1,1,1,1,0.9558094735930529,0.4741817026362912,-0.7134313184187288
3557,04-16-2462-43,1.595,1.081,C473WQP,9,1,1,1,1,1,1,1.6081393569418982,2.0585960664651837,-2.2948207373900735
3558,04-16-0533-43,2.238,1.837,C489AUI,9,1,1,1,1,1,1,2.2597960385080884,2.507566593069689,-3.07313112697916
3559,04-16-0533-43,1.132,0.656,C618VVS,9,1,1,1,1,1,1,1.1430246271631617,0.895461995129949,-1.1436454162434675
3560,04-16-0533-43,3.105,2.454,C668SVF,9,1,1,1,1,1,1,3.135239812139238,3.3497922805623395,-4.287714886589081
3561,04-16-0533-43,1.694,0.645,C676FSP,5,1,1,0,0,0,0,1.710497984465014,0.8804466263091724,-1.5344343621522567
3562,04-16-0533-43,1.908,0.122,C682YZD,9,1,1,1,1,1,1,1.9265821454304881,0.1665340905577039,-1.1826435655976095
3563,04-16-0533-43,2.509,0.893,C683ISP,6,1,1,1,0,0,0,2.5334353264596934,1.2189749415412263,-2.3558327945733257
3564,04-16-0533-43,1.859,0.907,C746SAC,9,1,1,1,1,1,1,1.8771049310038144,1.2380854109494874,-1.9050854227824
3565,04-16-0533-43,3.52,1.964,C776GRC,6,1,1,1,0,0,0,3.5542815261610685,2.6809258512732006,-4.1113276934698195
3566,04-16-2462-43,2.085,0.787,C776UDD,9,1,1,1,1,1,1,2.102175899199911,1.4987188754006473,-2.2485216198760574
3567,04-16-0533-43,1.859,2.228,C779AGB,6,1,1,1,0,0,0,1.8771049310038144,3.041294702971839,-3.179706721187262
3568,04-16-0532-43,-0.412,0.305,C824HEX,6,1,1,1,0,0,0,-0.3861261868984707,0.49755125564946656,0.21926891833052126
3569,04-16-0533-43,3.068,1.361,C880NUV,9,1,1,1,1,1,1,3.0978794665517495,1.8578106331888118,-3.206661914393969
3570,04-16-0532-43,0.031,0.12,C918AMD,6,1,1,1,0,0,0,0.02905318396566163,0.19575787107519996,0.13891791800333428
3571,04-16-0533-43,0.601,-0.088,C919JME,4,1,0,0,0,0,0,0.6068531810292052,-0.12012295056621265,-0.046505033862928896
3572,04-16-2462-43,-0.285,-0.288,C932SNT,9,1,1,1,1,1,1,-0.2873477847827216,-0.5484511259407705,0.8887779489870397
3573,04-16-0532-43,-0.209,-0.088,C956SGQ,6,1,1,1,0,0,0,-0.19587469189752518,-0.1435557721218133,0.5378689782562712
3574,04-16-2462-43,2.283,1.204,D146XWQ,6,1,1,1,0,0,0,2.3018069917858015,2.292830401502388,-2.9510586161847088
3575,04-16-0532-43,-0.087,-0.45,D227ACX,6,1,1,1,0,0,0,-0.08153635500040522,-0.7340920165319998,0.8744196755105265
3576,04-16-0532-43,1.007,0.254,D268DKN,6,1,1,1,0,0,0,0.9437598791426213,0.4143541604425066,-0.6626181727945358
3577,04-16-0532-43,1.191,1.51,D360KPE,6,1,1,1,0,0,0,1.1162045839710646,2.463286544362933,-2.2329108518585814
3578,04-16-0532-43,-0.412,0.378,D371VLT,9,1,1,1,1,1,1,-0.3861261868984707,0.6166372938868799,0.13509144578110555
3579,04-16-0533-43,1.454,0.763,D375MQZ,9,1,1,1,1,1,1,1.468160607681305,1.0415205827502303,-1.476873981639146
3580,04-16-0533-43,1.262,0.79,D375RMY,9,1,1,1,1,1,1,1.2742907062543376,1.078376488037591,-1.3657920091647
3581,04-16-0532-43,0.375,0.0,D433VJD,5,1,1,0,0,0,0,0.35144980603622944,0.0,0.04924432783251281
3582,04-16-0532-43,0.948,0.505,D453UML,6,1,1,1,0,0,0,0.8884651096595879,0.8238143741081332,-0.9129375034448686
3583,04-16-0533-43,2.085,0.79,D473MGU,9,1,1,1,1,1,1,2.1053059608084737,1.078376488037591,-1.9536113377688984
3584,04-16-2462-43,0.375,0.515,D488NKA,6,1,1,1,0,0,0,0.3780891905035811,0.9807372564565863,-0.6628455987467006
3585,04-16-0532-43,1.262,0.79,D495NEC,9,1,1,1,1,1,1,1.1827457472472573,1.2887393179117332,-1.4497352339443217
3586,04-16-2462-43,2.085,0.763,D559PXQ,6,1,1,1,0,0,0,2.102175899199911,1.4530146149055831,-2.216214985192783
3587,04-16-0532-43,0.147,0.525,D647GLJ,9,1,1,1,1,1,1,0.13776832396620192,0.8564406859539999,-0.4049938315601801
3588,04-16-2462-43,0.488,-0.014,D677MZQ,9,1,1,1,1,1,1,0.4920200665753268,-0.02666081862212079,-0.031342625489733926
3589,04-16-0533-43,1.542,0.645,D743NWR,7,1,1,1,1,0,0,1.5570176458353318,0.8804466263091724,-1.4258699175011778
3590,04-16-0532-43,1.32,-0.426,D776IRJ,7,1,1,1,1,0,0,1.2371033172475276,-0.6949404423169598,-0.08599597432407724
3591,04-16-0532-43,-0.285,-0.59,D830CCH,9,1,1,1,1,1,1,-0.2671018525875343,-0.9624761994530664,1.1671158326498632
3592,04-16-0533-43,3.068,2.411,D833KLB,9,1,1,1,1,1,1,3.0978794665517495,3.2910958388083946,-4.219797692838409
3593,04-16-2462-43,0.649,0.505,D890GLN,7,1,1,1,1,0,0,0.654346359031531,0.9616938145836428,-0.8447952379325568
3594,04-16-0533-43,1.454,1.204,D899BJI,9,1,1,1,1,1,1,1.468160607681305,1.643500369110455,-1.9023910085858107
3595,04-16-0532-43,0.375,-0.436,D930NQR,6,1,1,1,0,0,0,0.35144980603622944,-0.7112535982398932,0.5520029310043654
3596,04-16-0533-43,1.542,0.56,D931YHT,9,1,1,1,1,1,1,1.5570176458353318,0.7644187763304443,-1.3438541640080564
3597,04-16-2462-43,2.085,0.656,D932QBU,9,1,1,1,1,1,1,2.102175899199911,1.2492497868650885,-2.072181238896516
3598,04-16-0532-43,0.649,0.526,D940WYP,9,1,1,1,1,1,1,0.6082424643133677,0.8580720015462933,-0.7389372204712076
3599,04-16-0532-43,-0.042,-0.43,D968SND,7,1,1,1,1,0,0,-0.039362378276057694,-0.7014657046861332,0.8215255568971952
3600,04-16-2462-43,0.42,0.261,E153QQL,7,1,1,1,1,0,0,0.4234598933640108,0.49703383288382336,-0.3530267192623639
3601,04-16-2462-43,0.649,0.134,E591SRU,9,1,1,1,1,1,1,0.654346359031531,0.25518212109744187,-0.34538851012026667
3602,04-16-2462-43,1.191,0.925,E640VQT,9,1,1,1,1,1,1,1.2008112690393735,1.7615183732472666,-1.7967037515980433
3603,04-16-0533-43,0.766,1.165,E684CVG,6,1,1,1,0,0,0,0.7734601275680053,1.5902640614731562,-1.37336329110111
3604,04-16-0532-43,1.068,0.657,E784UQH,6,1,1,1,0,0,0,1.0009290475911814,1.0717743441367198,-1.1677626045627338
3605,04-16-2462-43,-0.209,-0.369,E790ATG,9,1,1,1,1,1,1,-0.21072170884066252,-0.7027030051116123,0.943611322759289
3606,12-13-0013-43,0.075,-0.436,C021MXD,5,1,1,0,0,0,0,0.09056225452245538,-0.7469835018527005,0.7617980909967963
3608,12-13-0020-43,1.32,-0.007,C023MWS,9,1,1,1,1,1,1,1.6698127816417507,-0.012835100820205171,-0.8742281615302602
3609,12-13-0020-43,0.42,-0.288,C053NKH,6,1,1,1,0,0,0,0.5313040668860115,-0.5280727194598698,0.2952991492489795
3610,12-13-0016-43,1.398,1.197,C089IKD,9,1,1,1,1,1,1,2.0385355902872933,0.8945145977797605,-1.7764161579223408
3611,12-13-0013-43,0.075,0.177,C122RGJ,9,1,1,1,1,1,1,0.09056225452245538,0.30324788951359627,0.019428746733090918
3612,12-13-0013-43,1.32,0.645,C122TGA,6,1,1,1,0,0,0,1.5938956795952148,1.105055868566495,-1.610723509390052
3613,12-13-0020-43,-0.832,-0.426,C140EFA,6,1,1,1,0,0,0,-1.0524880563075276,-0.7811075642010575,1.5944567002387882
3614,12-13-0016-43,-0.087,-4.614,C151IYF,4,1,0,0,0,0,0,-0.12686165690629078,-3.448028700213713,2.8248610411248514
3615,12-13-0016-43,-0.209,-1.098,C179JQB,9,1,1,1,1,1,1,-0.3047596125679859,-0.8205321874370736,1.0934181598974964
3617,12-13-0016-43,-0.335,-2.024,C213PCP,9,1,1,1,1,1,1,-0.4884902880874416,-1.5125292781171555,1.7125271026137925
3618,12-13-0016-43,1.068,1.361,C213TCN,9,1,1,1,1,1,1,1.5573362020220525,1.0170713179434034,-1.522670140048107
3619,12-13-0016-43,-0.412,-0.783,C224UNT,6,1,1,1,0,0,0,-0.600770145349331,-0.5851336090739787,1.1364069925593783
3620,12-13-0013-43,0.031,0.0,C224WTD,9,1,1,1,1,1,1,0.03743239853594823,0.0,0.2713648011153791
3621,12-13-0013-43,-0.605,0.122,C320NXP,6,1,1,1,0,0,0,-0.7305355198144734,0.20901831932575562,0.6668403011692321
3622,12-13-0016-43,0.42,-2.525,C332JXC,9,1,1,1,1,1,1,0.6124355850648521,-1.8869251122756017,1.198432705816952
3623,12-13-0016-43,0.42,-0.847,C338KQX,9,1,1,1,1,1,1,0.6124355850648521,-0.6329606218207662,0.31205204326803626
3624,12-13-0020-43,-0.285,0.177,C362SRJ,6,1,1,1,0,0,0,-0.36052775967265066,0.324544692168045,0.3234537275352781
3625,12-13-0020-43,-0.285,0.505,C381RKF,6,1,1,1,0,0,0,-0.36052775967265066,0.9259608448862302,-0.10166488784162608
3626,12-13-0020-43,0.948,0.645,C412BIH,4,1,0,0,0,0,0,1.1992291795427117,1.1826628612903336,-1.3864133182162566
3627,12-13-0016-43,0.075,-1.098,C412KIE,3,0,0,0,0,0,0,0.1093634973330093,-0.8205321874370736,0.8004878351081003
3629,12-13-0013-43,0.375,0.505,C421VMF,6,1,1,1,0,0,0,0.45281127261227694,0.8651987808156278,-0.634030492363522
3630,12-13-0013-43,-0.412,-0.279,C471YGQ,9,1,1,1,1,1,1,-0.4974886515100216,-0.4780009105892281,0.9876226392111692
3631,12-13-0013-43,-0.752,-1.325,C520IBC,9,1,1,1,1,1,1,-0.908037538678486,-2.270076009070707,2.5447756874448744
3632,12-13-0016-43,0.42,-0.918,C555LFU,7,1,1,1,1,0,0,0.6124355850648521,-0.6860187140867336,0.349556826963491
3633,12-13-0016-43,1.746,0.122,C596ECJ,7,1,1,1,1,0,0,2.5459822179124565,0.09117024304856372,-1.5675048309373216
3634,12-13-0020-43,-0.412,0.433,C611XRB,5,1,1,0,0,0,0,-0.5211839894215161,0.7939426650212627,0.10529414978468776
3635,12-13-0013-43,0.715,0.633,C683UMC,9,1,1,1,1,1,1,0.8633601597807413,1.0844966896164208,-1.0794460886656096
3636,12-13-0020-43,1.542,1.179,C716VSF,9,1,1,1,1,1,1,1.9506449312814997,2.1617976952888425,-2.6100417159020983
3637,12-13-0016-43,-0.335,-1.117,C726YCA,6,1,1,1,0,0,0,-0.4884902880874416,-0.8347308318462761,1.2334166968141105
3638,12-13-0020-43,0.305,-0.611,C739IJX,9,1,1,1,1,1,1,0.38582795333388936,-1.1203209430207655,0.8168399473409654
3639,12-13-0020-43,0.715,-0.58,C776MQL,6,1,1,1,0,0,0,0.9044819233892816,-1.0634797822455713,0.4097907385163225
3640,12-13-0013-43,0.075,0.249,C812HEB,7,1,1,1,1,0,0,0.09056225452245538,0.42660296321404223,-0.06776634753605557
3641,12-13-0013-43,-0.162,-0.146,C812SRV,9,1,1,1,1,1,1,-0.19561446976850363,-0.25013667722590427,0.6130229709237633
3642,12-13-0016-43,0.715,0.134,C854HVD,9,1,1,1,1,1,1,1.0425986745746887,0.1001378079385864,-0.5104240730482883
3643,12-13-0013-43,0.075,0.261,C920KTB,9,1,1,1,1,1,1,0.09056225452245538,0.4471621421641166,-0.08229886324758004
3644,12-13-0020-43,-0.605,0.177,C923JVD,8,1,1,1,1,1,0,-0.765330858252469,0.324544692168045,0.6097915345972625
3645,12-13-0013-43,0.83,0.396,C950EJG,9,1,1,1,1,1,1,1.0022222833818395,0.6784529053524527,-0.8906531415059538
3646,12-13-0020-43,1.32,-0.012,C968YJJ,6,1,1,1,0,0,0,1.6698127816417507,-0.02200302997749458,-0.8677476948324415
3647,12-13-0013-43,1.454,-0.43,D171YQS,6,1,1,1,0,0,0,1.7557002410086684,-0.7367039123776633,-0.4233049007644434
3648,12-13-0016-43,0.601,0.134,D460SRX,9,1,1,1,1,1,1,0.8763661586285145,0.1001378079385864,-0.3928393652102912
3649,12-13-0016-43,0.488,-1.325,D461WUB,9,1,1,1,1,1,1,0.7115918226467806,-0.9901686232733355,0.49441079094419993
3650,12-13-0016-43,-0.285,0.515,D636KMX,9,1,1,1,1,1,1,-0.4155812898654353,0.3848579931968059,0.31976266792890556
3651,12-13-0016-43,1.542,0.128,D750TCV,4,1,0,0,0,0,0,2.248513505166671,0.09565402549357506,-1.3602595089361038
3652,12-13-0013-43,0.191,-0.847,D785RPN,5,1,1,0,0,0,0,0.23063187485051972,-1.451135380892746,1.1604583921636173
3653,12-13-0016-43,-0.209,-0.912,D791IWC,8,1,1,1,1,1,0,-0.3047596125679859,-0.6815349316417223,0.9951661913432065
3654,12-13-0013-43,2.466,0.645,D829CNW,9,1,1,1,1,1,1,2.977686928698333,1.105055868566495,-2.589549395579811
3655,12-13-0016-43,1.262,-0.012,D869QVX,4,1,0,0,0,0,0,1.8402231151234365,-0.008967564890022662,-0.9975018687583379
3656,12-13-0020-43,-0.467,-0.138,D884AQZ,5,1,1,0,0,0,0,-0.5907595219899224,-0.25303484474118765,0.8945777572643575
3657,12-13-0016-43,-0.042,-0.436,D936KHI,9,1,1,1,1,1,1,-0.06124355850648521,-0.32582152433749006,0.5714743871320271
3658,12-13-0013-43,0.031,0.526,E050TFN,6,1,1,1,0,0,0,0.03743239853594823,0.901177343978258,-0.36564380423977444
3659,12-13-0013-43,1.398,0.947,E431YVK,6,1,1,1,0,0,0,1.6880804242985683,1.6224618721433655,-2.0430801453053022
3660,12-13-0020-43,0.147,-0.754,E992WJB,6,1,1,1,0,0,0,0.18595642341010404,-1.3825237169192426,1.143560587135434
3661,05-01-0050-43,-1.084,0.249,C016TRA,5,1,1,0,0,0,0,-1.3554962356695976,0.34613536196770345,1.0119838650559108
3662,05-01-0062-43,-0.412,0.0,C073XSZ,5,1,1,0,0,0,0,-0.3675054210496206,0.0,0.5577979031923649
3663,05-01-0054-43,1.398,0.656,C115DIZ,6,1,1,1,0,0,0,2.1939192542340167,1.247704228218936,-2.135983479386963
3664,05-01-0054-43,1.542,0.254,C115LJC,7,1,1,1,1,0,0,2.419902353382585,0.4831049908042831,-1.7553661687048794
3665,05-01-0062-43,0.147,0.265,C115TQX,5,1,0,0,1,0,0,0.131124507024986,0.3614330178618059,-0.05039189017705739
3666,05-01-0062-43,-0.412,-0.154,C122VPB,3,0,0,0,0,0,0,-0.3675054210496206,-0.21004031981403062,0.7062675602328264
3667,05-01-0062-43,1.595,0.254,C124BYB,5,1,1,0,0,0,0,1.4227455013935555,0.34643013787508947,-0.953416094836659
3668,05-01-0050-43,1.132,0.128,C129RSS,7,1,1,1,1,0,0,1.4155182092047827,0.17793303747737366,-0.8291995568405919
3669,05-01-0050-43,0.262,0.378,C130ZWQ,9,1,1,1,1,1,1,0.3276199388795522,0.5254585013003691,-0.30532658451575195
3670,05-01-0054-43,1.262,0.433,C147UQK,9,1,1,1,1,1,1,1.9804907717048135,0.8235608701506085,-1.685203567492776
3671,05-01-0050-43,1.068,0.921,C154XDC,9,1,1,1,1,1,1,1.3354889111578694,1.2802838087239152,-1.551801353816908
3672,05-01-0050-43,1.132,-0.146,C157GPV,9,1,1,1,1,1,1,1.4155182092047827,-0.2029548708726293,-0.5599641206459924
3673,05-01-0054-43,1.595,-0.426,C178LPF,7,1,1,1,1,0,0,2.5030766884858773,-0.8102469530811992,-0.8999774212780274
3674,05-01-0050-43,1.694,0.515,C184TKN,9,1,1,1,1,1,1,2.118275482679242,0.7159024554753706,-1.706565984645183
3675,05-01-0054-43,0.375,0.505,C214FQC,9,1,1,1,1,1,1,0.5884976540327298,0.9605040171502479,-0.7973760785453525
3676,05-01-0050-43,2.238,0.385,C215HVR,7,1,1,1,1,0,0,2.798524516078007,0.535189214287413,-2.0600012613114624
3677,05-01-0062-43,0.262,-0.007,C216XTV,6,1,0,0,1,1,0,0.23370490367718594,-0.00954728726427412,0.13927990281394817
3678,05-01-0062-43,1.595,0.396,C224WAX,9,1,1,1,1,1,1,1.4227455013935555,0.5401036795217931,-1.0903166876921495
3679,05-01-0050-43,0.191,0.134,C260CFF,7,1,1,1,1,0,0,0.2388374363587575,0.18627364860912554,-0.0027691040582841775
3680,05-01-0050-43,0.885,-0.088,C287JPF,9,1,1,1,1,1,1,1.106655137054976,-0.12232896326569438,-0.39848101344053255
3681,05-01-0054-43,1.542,0.925,C296KNP,3,0,0,0,0,0,0,2.419902353382585,1.7593390413148104,-2.6574883514859007
3682,05-01-0054-43,0.715,-0.088,C318MTL,3,0,0,0,0,0,0,1.122068860355738,-0.16737495744400357,-0.3775425925735697
3683,05-01-0050-43,0.885,0.816,C326XBA,9,1,1,1,1,1,1,1.106655137054976,1.134323113918257,-1.2867614306665105
3684,05-01-0050-43,2.735,1.797,C338JNV,9,1,1,1,1,1,1,3.4200020337235695,2.498013033959691,-3.8870507445370888
3685,05-01-0050-43,0.885,-0.007,C375GNT,8,1,1,1,1,1,0,1.106655137054976,-0.009730712987043871,-0.4780725110017098
3686,05-01-0050-43,1.191,0.56,C394SGF,8,1,1,1,1,1,0,1.4892952183417811,0.7784570389635098,-1.3058737723530176
3687,05-01-0062-43,1.132,-0.45,C421GYN,3,0,0,0,0,0,0,1.009747904437307,-0.6137541812747648,0.0174365296240222
3688,05-01-0050-43,0.534,0.378,C423KZV,7,1,1,1,1,0,0,0.6677444555789347,0.5254585013003691,-0.545913943114034
3689,05-01-0050-43,0.147,1.057,C427TJV,9,1,1,1,1,1,1,0.18381729395150445,1.4693376610436244,-0.8708005885206402
3690,05-01-0062-43,1.746,0.633,C436JBE,9,1,1,1,1,1,1,1.5574380222151398,0.8633475483265025,-1.4140805715086815
3691,05-01-0050-43,1.694,0.656,C458IDN,9,1,1,1,1,1,1,2.118275482679242,0.91190681707154,-1.8451141470664916
3692,05-01-0050-43,1.132,0.433,C465CFF,9,1,1,1,1,1,1,1.4155182092047827,0.601914103341428,-1.1288959365462592
3693,05-01-0050-43,1.132,-0.286,C473HBR,9,1,1,1,1,1,1,1.4155182092047827,-0.39756913061350674,-0.4223985693056861
3694,05-01-0062-43,3.068,0.56,C514DLT,4,1,0,0,0,0,0,2.736666581990864,0.7637829811419296,-2.1778303961800436
3695,05-01-0054-43,1.068,-0.969,C514UDF,3,0,0,0,0,0,0,1.6760413186852146,-1.843026520036812,0.41506003396536706
3696,05-01-0062-43,-0.042,-0.299,C515CJJ,4,1,0,0,0,0,0,-0.037464144864281713,-0.4078055560025659,0.6126054490654147
3697,05-01-0050-43,0.375,-0.154,C546QSA,9,1,1,1,1,1,1,0.46892166824363385,-0.21407568571496516,0.11747261527739052
3698,05-01-0054-43,1.454,1.165,C575NGY,9,1,1,1,1,1,1,2.281801570569571,2.215816197980275,-2.882469300939519
3699,05-01-0050-43,1.007,0.893,C576PZV,6,1,1,1,0,0,0,1.2592109864569045,1.2413609567757395,-1.4703329903337905
3700,05-01-0054-43,0.42,0.128,C582DCV,3,0,0,0,0,0,0,0.6591173725166574,0.2434544835549143,-0.34047346151073443
3701,05-01-0054-43,0.885,0.378,C593RTG,9,1,1,1,1,1,1,1.3888544635172424,0.7189515217481063,-1.192764693657021
3702,05-01-0050-43,0.885,-2.481,C615DPV,9,1,1,1,1,1,1,1.106655137054976,-3.448842702979406,1.9529073033977031
3703,05-01-0062-43,1.454,0.921,C615UJG,3,0,0,0,0,0,0,1.2969730150634668,1.256150224342352,-1.5074979734069311
3704,05-01-0062-43,-0.467,-0.59,C624ZQN,3,0,0,0,0,0,0,-0.41656561075284665,-0.8046999265602471,1.1613129914411964
3705,05-01-0054-43,2.238,-0.279,C631NYH,6,1,1,1,0,0,0,3.5121539992673316,-0.5306546946236024,-1.8113824175287183
3706,05-01-0062-43,2.466,0.787,C684NYJ,9,1,1,1,1,1,1,2.1996805056028266,1.073387868140533,-2.016840981116128
3707,05-01-0054-43,1.542,0.893,C713DZN,4,1,0,0,0,0,0,2.419902353382585,1.698475420426082,-2.6144661311446304
3708,05-01-0062-43,0.191,-0.436,C713RZN,3,0,0,0,0,0,0,0.17037265878756683,-0.5946596067462165,0.5976720633047959
3709,05-01-0050-43,0.488,0.261,C714PKE,5,1,1,0,0,0,0,0.6102233976077155,0.3628165842312072,-0.390260878638539
3710,05-01-0050-43,0.83,0.305,C726QKH,6,1,1,1,0,0,0,1.0378799590459096,0.4239810658640544,-0.7359989891460632
3711,05-01-0050-43,2.775,1.062,C759MIU,9,1,1,1,1,1,1,3.4700203450028906,1.4762881703200845,-3.200212093911993
3712,05-01-0050-43,2.085,0.925,C773MID,9,1,1,1,1,1,1,2.607204475434604,1.2858442161450832,-2.45528085584111
3713,05-01-0050-43,1.32,1.057,C813KCH,9,1,1,1,1,1,1,1.6506042722175913,1.4693376610436244,-1.908333572475731
3714,05-01-0062-43,0.031,0.249,C813UTW,4,1,0,0,0,0,0,0.0276521069236365,0.3396106469720365,0.03822481664980712
3715,05-01-0054-43,0.885,0.305,C813ZBU,9,1,1,1,1,1,1,1.3888544635172424,0.5801063865956942,-1.094620253503497
3716,05-01-0050-43,0.601,0.254,C814WTX,4,1,0,0,0,0,0,0.7515251269717972,0.35308587124416335,-0.48333249637154524
3717,05-01-0062-43,3.105,2.182,C815NXC,8,1,1,0,1,1,1,2.769670709609398,2.9760258300923037,-3.7649277355222095
3718,05-01-0054-43,0.488,0.261,C826XHN,9,1,1,1,1,1,1,0.7658316137812591,0.49641890787369247,-0.5947689717496194
3719,05-01-0054-43,2.283,1.062,C829ZQF,8,1,1,1,1,1,0,3.582773717751259,2.01991141824468,-3.6642352550660746
3720,05-01-0054-43,2.466,0.249,C864XUG,9,1,1,1,1,1,1,3.8699605729192315,0.47359505004041924,-2.7743438293886427
3721,05-01-0062-43,1.908,0.947,C870XWC,9,1,1,1,1,1,1,1.7019425809773692,1.2916115770382273,-1.8190198370096617
3722,05-01-0062-43,1.191,0.633,C896HKK,6,1,1,1,0,0,0,1.0623761079371314,0.8633475483265025,-1.063898116404964
3723,05-01-0054-43,1.068,1.081,C915BBR,3,0,0,0,0,0,0,1.6760413186852146,2.0560491931473623,-2.3410509566472917
3724,05-01-0054-43,0.147,-0.138,C923MXW,9,1,1,1,1,1,1,0.23069108038083005,-0.262474365082642,0.3201964376660136
3725,05-01-0062-43,2.238,-0.088,C930CBI,9,1,1,1,1,1,1,1.9963037191967254,-0.12002303989373178,-1.0294046459824446
3726,05-01-0050-43,2.509,0.816,C936BPM,9,1,1,1,1,1,1,3.137398574995406,1.134323113918257,-2.7232094834738994
3727,05-01-0062-43,1.859,1.165,C939XMQ,9,1,1,1,1,1,1,1.6582344119690404,1.5889413804113355,-1.9982741601536045
3728,05-01-0062-43,0.075,-1.325,C954XYD,3,0,0,0,0,0,0,0.06690025868621734,-1.8071650893090296,1.527938189588303
3729,05-01-0050-43,1.908,0.657,C962FJS,9,1,1,1,1,1,1,2.385873448023609,0.913296918926832,-2.035382400574083
3730,05-01-0054-43,1.068,0.925,D591ICH,7,1,1,1,1,0,0,1.6760413186852146,1.7593390413148104,-2.1313176324835967
3731,05-01-0050-43,1.542,1.613,D642MRS,9,1,1,1,1,1,1,1.9282058998178224,2.2422342925859664,-2.6510270747218394
3732,05-01-0050-43,1.595,1.027,D692BPL,9,1,1,1,1,1,1,1.9944801622629227,1.427634605384865,-2.1220961356873107
3733,05-01-0054-43,1.595,0.177,D738VKI,6,1,1,1,0,0,0,2.5030766884858773,0.3366519030407799,-1.7106773858338484
3734,05-01-0054-43,0.262,0.254,D745PFE,3,0,0,0,0,0,0,0.4111636942842006,0.4831049908042831,-0.33448321443705337
3735,05-01-0062-43,1.068,0.046,D789LHA,9,1,1,1,1,1,1,0.952659683691735,0.06273931630808707,-0.4203700564599375
3736,05-01-0054-43,1.398,0.254,E234MQU,9,1,1,1,1,1,1,2.1939192542340167,0.4831049908042831,-1.595516836349749
3737,05-01-0050-43,1.191,0.907,E354ZMV,8,1,1,1,1,1,0,1.4892952183417811,1.2608223827498273,-1.6468398174607768
3738,05-01-0062-43,1.262,1.361,E444KAB,7,1,1,1,1,0,0,1.1257083528267504,1.8562654238110108,-1.8105527928380065
3739,05-01-0062-43,2.735,0.633,E446LYD,9,1,1,1,1,1,1,2.439629433424059,0.8633475483265025,-2.03809939690972
3740,05-01-0050-43,1.007,0.656,E853VVM,8,1,1,1,1,1,0,1.2592109864569045,0.91190681707154,-1.2374541641362717
3741,20-07-0272-43,0.885,1.197,C016MQE,6,1,1,1,0,0,0,1.1835374819889968,1.6946177799604218,-1.7371955933730867
