,Cod_Estab,measure_L,measure_M,Cod_Personal,LastGrade,G4,G5,G6,G7,G8,G9,measure_L_std,measure_M_std,studentPerformace
56,04-11-0470-43,0.075,-0.369,E145UGF,3,0,0,0,0,0,0,0.08183991133454067,-0.7331095191123977,0.7581608474712471
57,04-11-0471-43,-0.605,0.385,E155GVJ,9,1,1,1,1,1,1,-1.7176760884065534,0.6846520112004059,1.0288873081707002
58,04-11-0471-43,0.375,-1.303,E353ZCS,9,1,1,1,1,1,1,1.0646752614090207,-2.3171469366081268,1.1826483349574175
59,04-11-0471-43,-0.209,-0.677,E390QSK,9,1,1,1,1,1,1,-0.5933790123586276,-1.203920549565389,1.5685762449690182
60,04-11-0459-43,1.007,-0.012,E477LWH,7,1,1,1,1,0,0,0.8119620090886094,-0.0145005456794301,-0.26624946627634155
61,04-11-0471-43,0.191,-0.754,E582SJC,7,1,1,1,1,0,0,0.5422745998109946,-1.34085095180547,0.8620617087595857
62,04-11-0471-43,0.031,-0.288,E589SFW,9,1,1,1,1,1,1,0.08801315494314571,-0.5121552707161477,0.5976098929732254
63,04-11-0471-43,-0.684,-1.536,E652VBM,9,1,1,1,1,1,1,-1.941967676810054,-2.731494777152788,3.6022867201135598
64,04-11-0470-43,-0.335,-0.581,E844UWS,8,1,1,1,1,1,0,-0.3655516039609484,-1.1542998119357806,1.3723472928502631
65,04-11-0471-43,-0.285,-0.426,E887HEZ,8,1,1,1,1,1,0,-0.8091531986708557,-0.7575630046009685,1.4056908173567342
66,04-11-0470-43,0.262,0.385,E890NPT,3,0,0,0,0,0,0,0.28589409026199547,0.7648974657405776,-0.44506223181945287
67,04-11-0471-43,-0.285,-0.146,E996ZYW,6,1,1,1,0,0,0,-0.8091531986708557,-0.25963426918249155,1.0537235919991117
68,22-04-0198-43,2.775,0.925,C025CRL,9,1,1,1,1,1,1,2.374070750084591,2.2275314527709154,-2.956017057537244
69,22-04-0198-43,0.488,0.787,C051QSA,9,1,1,1,1,1,1,0.4174942436184794,1.8952078414386058,-1.3371238966213426
70,22-04-0204-43,0.885,0.433,C221CWQ,7,1,1,1,1,0,0,1.391307740132106,1.2635516366013668,-1.5794575011998455
71,22-04-0218-43,-0.335,0.046,C251BSI,4,1,0,0,0,0,0,-0.39480168522920905,0.071277553544286,0.52672249789455
72,22-04-0204-43,1.32,0.394,C265CLS,6,1,1,1,0,0,0,2.075170866637717,1.1497444453139458,-1.982742597342783
73,22-04-0218-43,0.191,0.134,C285UVN,9,1,1,1,1,1,1,0.2250958862053102,0.2076346124985723,-0.008148274714073755
74,22-04-0204-43,1.068,-0.147,C367YZU,6,1,1,1,0,0,0,1.6790018830068802,-0.4289655671602792,-0.5865809958686505
75,22-04-0218-43,-0.467,-1.098,C422CKG,4,1,0,0,0,0,0,-0.5503653343344496,-1.7013642128614357,1.8897748301839674
76,22-04-0198-43,1.262,0.385,C422QJH,9,1,1,1,1,1,1,1.0796674906691006,0.9271347127749215,-1.1212179543909992
77,22-04-0204-43,1.694,0.925,C536LHS,6,1,1,1,0,0,0,2.6631359455184036,2.699273126688832,-3.4939441326213956
78,22-04-0198-43,0.649,0.433,C621FSM,9,1,1,1,1,1,1,0.5552331231729368,1.0427255341078987,-0.831965704441962
79,22-04-0218-43,-0.335,-0.279,C621VUI,4,1,0,0,0,0,0,-0.39480168522920905,-0.43231385736643035,0.8826924570558945
80,22-04-0204-43,-0.042,0.385,C628DNC,6,1,1,1,0,0,0,-0.06602816393847283,1.1234812473245408,-0.44959921587422363
81,22-04-0218-43,1.262,0.925,C763DVE,9,1,1,1,1,1,1,1.4872827664455575,1.4332986310535774,-1.767333325858457
82,22-04-0204-43,0.948,0.515,C840FBW,8,1,1,1,1,1,0,1.490349986039815,1.5028385516159444,-1.8186580986984335
83,22-04-0218-43,0.649,0.816,C857DPQ,7,1,1,1,1,0,0,0.7648546081007661,1.2644018193942907,-1.1369363218543034
84,22-04-0198-43,3.554,0.378,C920LBC,9,1,1,1,1,1,1,3.0405216020903194,0.9102777179971957,-2.496314154201404
85,22-04-0204-43,1.908,0.787,C965CQK,6,1,1,1,0,0,0,2.9995651617763364,2.2965707575179577,-3.4472623536161224
86,22-04-0218-43,0.262,-0.59,D539FUX,9,1,1,1,1,1,1,0.3087702732240381,-0.9142120998071465,0.7256561181174908
87,22-04-0218-43,0.885,0.254,D575MPL,9,1,1,1,1,1,1,1.0429835565010448,0.39357605652714445,-0.7181168575642493
88,22-04-0198-43,1.32,0.688,D737HGH,9,1,1,1,1,1,1,1.1292877081483461,1.65680177243934,-1.672091247630727
89,22-04-0198-43,1.694,1.204,D771KGY,9,1,1,1,1,1,1,1.4492525587903773,2.8994031017688453,-2.7767671181110476
90,22-04-0218-43,0.766,0.249,E030VPF,5,1,1,0,0,0,0,0.9027405698076839,0.3858284963592873,-0.6134394038591
91,22-04-0198-43,-0.042,0.134,E442YSI,9,1,1,1,1,1,1,-0.03593188162290192,0.3226910428878948,0.0951608397896111
