,Cod_Estab,measure_L,measure_M,Cod_Personal,LastGrade,G4,G5,G6,G7,G8,G9,measure_L_std,measure_M_std,studentPerformace,LastGrade_aux,y_pred,PrecisionLastGrade_4,RecallLastGrade_4,F1LastGrade_4,predLastGrade_4,PrecisionLastGrade_5,RecallLastGrade_5,F1LastGrade_5,predLastGrade_5,PrecisionLastGrade_6,RecallLastGrade_6,F1LastGrade_6,predLastGrade_6,PrecisionLastGrade_7,RecallLastGrade_7,F1LastGrade_7,predLastGrade_7,PrecisionLastGrade_8,RecallLastGrade_8,F1LastGrade_8,predLastGrade_8,PrecisionLastGrade_9,RecallLastGrade_9,F1LastGrade_9,predLastGrade_9
299,16-09-0638-43,-0.209,-0.59,C018HPN,3,0,0,0,0,0,0,-0.6517164767452878,-1.0336292665934586,1.500025191791928,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
300,16-13-0116-43,-3.245,-2.481,D961KRX,3,0,0,0,0,0,0,-2.795862418939432,-2.0633824791704574,3.7285527126612337,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
301,16-13-2389-43,0.031,0.254,E232CSB,3,0,0,0,0,0,0,0.034425220422273715,0.4298700915785797,-0.030408617880495814,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
302,16-09-0685-43,-0.752,-0.426,C171QWN,3,0,0,0,0,0,0,-1.922395981425979,-0.44226025288853,1.9546589658627664,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
303,16-13-2389-43,-0.412,0.128,E582HPK,3,0,0,0,0,0,0,-0.4575222843218313,0.21662744772463857,0.4643069463326066,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
304,16-07-0379-43,-1.084,-2.481,C816NTQ,3,0,0,0,0,0,0,-3.929067438455758,-2.1041055903906183,4.543456390975731,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
305,16-07-0379-43,-0.467,-1.109,C816SQH,3,0,0,0,0,0,0,-1.6926886473790026,-0.9405292622906875,2.154541179360448,0,0,0.9,0.87,0.88,0,0.8,0.75,0.77,1,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
306,12-07-0370-43,-0.335,-0.741,D276NVT,3,0,0,0,0,0,0,-0.6054007445543815,-1.3393064429823591,1.6882298524275878,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
307,12-07-0361-43,-1.084,-3.342,D341AUU,3,0,0,0,0,0,0,-0.9449557365858406,-2.523645830160194,2.777205457948597,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
308,16-09-0685-43,-0.285,-2.024,C325NFG,3,0,0,0,0,0,0,-0.728567625939367,-2.101255286024377,2.3227718260002224,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
309,14-11-0010-43,-0.087,-3.42,C512EXB,3,0,0,0,0,0,0,-0.2607325514991341,-3.3473515806384158,2.8965637777088995,0,0,0.9,0.87,0.88,0,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
310,01-13-1864-43,1.398,0.787,C116UUR,3,0,0,0,0,0,0,1.3023371052351151,1.4576720279777353,-1.6501123541773084,0,1,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,1,0.54,0.14,0.22,1
311,13-23-1056-43,-0.545,-0.519,C163CYB,3,0,0,0,0,0,0,-1.1770820180971608,-1.0176952253929137,1.8527315977525487,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
312,08-08-0392-43,0.305,0.526,C021TWE,3,0,0,0,0,0,0,0.23675161287217375,0.7102896735766606,-0.37277144162909637,0,0,0.9,0.87,0.88,0,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
313,13-23-1056-43,-0.209,-0.918,C461QIC,3,0,0,0,0,0,0,-0.45139475556386527,-1.8000851963597202,1.9135688422931796,0,0,0.9,0.87,0.88,0,0.8,0.75,0.77,1,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
314,08-08-0392-43,-0.467,-1.536,C791VUJ,3,0,0,0,0,0,0,-0.36250164987313166,-2.0741538756915414,2.0494770259318025,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
315,16-09-0187-43,-0.467,-0.088,C915CKJ,3,0,0,0,0,0,0,-1.044337232363756,-0.09551167287736992,1.096063787720296,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
316,16-09-7937-43,2.238,0.046,C916AFR,3,0,0,0,0,0,0,2.8775193699227537,0.06318393951669395,-1.7369978929838579,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
317,18-02-1912-43,1.132,0.265,C311PWD,3,0,0,0,0,0,0,1.6863035843636833,0.8383597298355925,-1.469924904308339,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,0,0.54,0.14,0.22,0
318,13-23-1053-43,-0.605,-1.685,D085PNH,3,0,0,0,0,0,0,-2.241044588371704,-4.5459094471794605,5.133182330240806,0,0,0.9,0.87,0.88,0,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
319,16-15-1091-43,-0.335,-0.581,C316ECY,3,0,0,0,0,0,0,-0.6228279825200038,-0.6920898133623244,1.233840837589582,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
320,13-23-1046-43,0.031,-0.519,D594ULV,3,0,0,0,0,0,0,0.060790485505534654,-0.6218358595398247,0.7093128811389068,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
321,13-23-1056-43,-0.605,-0.088,D862CMI,3,0,0,0,0,0,0,-1.3066690292638206,-0.1725571865791453,1.3334449550916456,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
322,20-03-0124-43,-0.832,-0.847,C016DVD,3,0,0,0,0,0,0,-0.8898270047022447,-0.5084699089909928,1.2865874495742344,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
323,18-05-0385-43,-0.335,-1.109,C711PNW,3,0,0,0,0,0,0,-0.4409933096851539,-3.13375878947329,2.867579816053296,0,0,0.9,0.87,0.88,0,0.8,0.75,0.77,1,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
324,13-17-0844-43,0.191,-1.176,C518EVB,3,0,0,0,0,0,0,0.3929460839265711,-1.3405635825260664,0.9970682324601253,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
325,20-03-0510-43,-0.162,-0.741,C813TQI,4,1,0,0,0,0,0,-0.23719083019849263,-0.5717329132921315,0.8797668033954293,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
326,14-09-0007-43,1.542,0.688,C811IPC,4,1,0,0,0,0,0,4.209730463226596,1.3586256710786349,-3.594171317750142,0,1,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,1,0.54,0.14,0.22,1
327,14-09-0007-43,0.262,-0.012,C910DFW,4,1,0,0,0,0,0,0.7152719723510819,-0.02369695937927852,-0.17548055866958936,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
328,03-07-0132-43,1.746,0.763,C318JWK,4,1,0,0,0,0,0,2.4928258623573076,0.8061223279780121,-2.0057826511604304,0,1,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,1,0.54,0.14,0.22,1
329,09-20-0617-43,1.068,0.515,C617LMM,4,1,0,0,0,0,0,2.7691974532641184,0.814150495728248,-2.203153377650387,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,0,0.54,0.14,0.22,0
330,04-11-0459-43,-0.545,-0.226,C824FSS,4,1,0,0,0,0,0,-0.49730474534816443,-0.2586459609295414,0.83442950480085,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
331,04-11-0459-43,4.259,0.816,C824NBF,4,1,0,0,0,0,0,3.886276899885931,0.9338721421172821,-3.0638153700650013,0,1,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,1,0.54,0.14,0.22,1
332,07-17-0008-43,-0.285,0.525,C219QVI,4,1,0,0,0,0,0,-0.31576059580967636,1.2253324732672315,-0.36097030889772663,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
333,13-17-0844-43,-0.209,-0.912,E331VUN,4,1,0,0,0,0,0,-0.4299776520453055,-1.0396207374691946,1.3506310502101067,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
334,17-03-0057-43,0.488,0.261,C511TFN,4,1,0,0,0,0,0,0.7646817835224803,0.6358481941388786,-0.6850874936153692,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,1,0.54,0.14,0.22,0
335,13-17-0830-43,-0.285,-0.58,E947DBZ,4,1,0,0,0,0,0,-0.47943028886310946,-2.01941292895537,2.0910799996071647,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
336,09-20-0610-43,-0.545,-1.32,D795RHM,4,1,0,0,0,0,0,-0.5871402057978263,-1.6315347014489756,1.8861896898531905,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
337,09-09-0314-43,-0.042,-0.369,C020MXR,4,1,0,0,0,0,0,-0.043993769529008804,-0.790754712065082,0.903696003347513,0,0,0.9,0.87,0.88,0,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
338,05-02-0166-43,0.147,-0.279,C016WKX,4,1,0,0,0,0,0,0.20411410032269095,-0.47100965834597136,0.501253702416413,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
339,17-03-3829-43,1.262,-0.279,C946KFJ,4,1,0,0,0,0,0,1.11059287190315,-0.5117395536553777,-0.09777444056453521,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
340,03-10-0166-43,-0.162,-1.109,D645RQX,4,1,0,0,0,0,0,-0.3187289692606625,-1.120538652017758,1.3318320814388906,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
341,22-04-0218-43,-0.335,0.046,C251BSI,4,1,0,0,0,0,0,-0.31871651376653437,0.06216314411147465,0.479412272314854,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
342,12-15-0703-43,-0.285,-0.847,C012IJL,4,1,0,0,0,0,0,-0.7545702377973182,-0.7536340141028571,1.3695232538116662,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
343,05-02-0166-43,0.031,-0.226,C595DAV,4,1,0,0,0,0,0,0.043044470136077685,-0.3815347053268442,0.548421901081627,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
344,06-09-0269-43,-1.579,0.525,C621ZUZ,4,1,0,0,0,0,0,-1.5542221701744303,0.7752482419863216,0.8219383619338538,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
345,12-15-0714-43,-0.042,-1.098,C186HBW,4,1,0,0,0,0,0,-0.06912737075628954,-4.51023331270025,3.60186666286713,0,0,0.9,0.87,0.88,0,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
346,05-02-0166-43,0.075,-0.014,C813DIE,4,1,0,0,0,0,0,0.10413984710341376,-0.02363489325033548,0.2481198589684551,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
347,10-04-0154-43,2.775,2.452,C328FHB,4,1,0,0,0,0,0,2.3109241175206194,2.8004396238341465,-3.3170544087604314,0,1,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,1,0.54,0.14,0.22,1
348,13-06-0362-43,-0.087,-1.842,C819DDA,4,1,0,0,0,0,0,-0.108800270089811,-1.983239787970746,1.8080830550095666,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
349,13-06-0039-43,-0.752,-3.342,C819IEM,4,1,0,0,0,0,0,-2.1721499111162372,-1.991612684568026,3.2444598723107863,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
350,08-07-0379-43,-0.335,-0.519,C321PCW,4,1,0,0,0,0,0,-1.2290607916919145,-1.3672913250317498,2.1407291333922984,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
351,08-07-0378-43,-0.545,0.134,C582MDB,4,1,0,0,0,0,0,-1.3148868088738574,0.2815387004215938,1.0118601402812408,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
352,14-07-3421-43,-0.209,-2.601,C612ENL,4,1,0,0,0,0,0,-0.2580815658166773,-3.37822753468335,2.9169793700300257,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
353,08-07-0379-43,-0.467,-0.928,C721YIQ,4,1,0,0,0,0,0,-1.7133474320003703,-2.44479065439203,3.2530316361595233,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
354,21-05-0206-43,-0.209,-0.279,C115CLX,4,1,0,0,0,0,0,-0.2936751262487625,-0.5029280728125014,0.8693326315730975,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
355,09-13-3878-43,1.454,0.925,C120VMK,4,1,0,0,0,0,0,2.1596202731527137,1.598277300720906,-2.3457315120087183,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
356,04-06-0017-43,-0.087,-3.264,D485QAA,4,1,0,0,0,0,0,-0.23514909162212813,-3.873044118445964,3.2577124714012795,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
357,16-01-0064-43,0.305,0.122,C645NUM,4,1,0,0,0,0,0,0.3224998457372662,0.1224543747174495,-0.0085415077244482,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,0,0.54,0.14,0.22,0
358,13-03-0198-43,-0.042,-0.138,C230UKI,4,1,0,0,0,0,0,-0.045871000162521075,-0.37435767141297793,0.6048866027482716,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
359,08-07-0378-43,-0.467,-0.286,C920FHG,4,1,0,0,0,0,0,-1.1267011738423696,-0.6008960322431031,1.5174063404263252,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
360,09-13-0373-43,2.085,0.656,C718EVE,4,1,0,0,0,0,0,2.4129691608827195,1.0918729897433002,-2.156374573821534,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
361,21-05-0204-43,-0.285,-4.465,C648XTM,4,1,0,0,0,0,0,-0.2761875279688754,-3.401497262362739,2.9463019109191166,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
362,08-07-0378-43,-0.412,-0.286,D889GGU,4,1,0,0,0,0,0,-0.9940061747817049,-0.6008960322431031,1.4254203515533068,0,0,0.9,0.87,0.88,0,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
363,13-03-0198-43,-0.285,-0.299,D499QGI,4,1,0,0,0,0,0,-0.31126750110282153,-0.8111082880614521,1.1036432869069837,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
364,04-07-0391-43,-4.471,-3.42,C324IDP,4,1,0,0,0,0,0,-8.646290348981847,-4.457659983648555,9.509782104557704,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
365,09-13-0373-43,-0.087,-0.43,D179NMG,4,1,0,0,0,0,0,-0.10068504412316383,-0.715709429252468,0.8889076246409746,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
366,05-05-0280-43,-0.087,-0.677,C215EQA,4,1,0,0,0,0,0,-0.11003817735860756,-0.8615702450480139,1.0005179198028533,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
367,13-21-1479-43,-0.911,-0.43,C819CKU,4,1,0,0,0,0,0,-2.190121989795388,-0.3511353629165867,2.0745736625891844,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
368,09-13-0373-43,0.766,1.629,E859NPA,4,1,0,0,0,0,0,0.8864913080269368,2.7113736284936523,-2.265425372435553,0,1,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,1,0.54,0.14,0.22,1
369,05-05-0275-43,-0.209,-0.146,C813PCB,4,1,0,0,0,0,0,-0.4752223010603502,-0.17564963432427882,0.759303533726521,0,0,0.9,0.87,0.88,0,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
370,17-12-0381-43,-1.359,-0.43,C511EGK,4,1,0,0,0,0,0,-1.428601991126213,-0.48243724658187065,1.6413110656365573,0,0,0.9,0.87,0.88,0,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
371,09-17-0016-43,0.305,0.515,C020BQL,4,1,0,0,0,0,0,1.3379834490267348,0.659968752934883,-1.0998925135346977,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,1,0.54,0.14,0.22,0
372,19-05-0206-43,1.32,0.12,C316HWW,4,1,0,0,0,0,0,1.3352227341467608,0.1664717029226234,-0.7422995723239606,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,1,0.54,0.14,0.22,0
373,10-07-0207-43,0.262,0.177,C113XNP,4,1,0,0,0,0,0,0.3146478826699961,0.1715977203361251,-0.038517607248973226,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
374,09-04-0207-43,-1.755,-3.264,E583TDW,4,1,0,0,0,0,0,-2.3453247197833793,-6.8904322258251804,6.895243620602476,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
375,21-07-0241-43,0.031,0.261,C913MAR,4,1,0,0,0,0,0,0.027614790257059915,0.3809059030368313,0.009602528982515013,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,0,0.54,0.14,0.22,0
376,17-12-0029-43,1.32,0.396,D940FMY,4,1,0,0,0,0,0,2.2666355327300374,0.5839178021668462,-1.688834480613321,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,1,0.54,0.14,0.22,0
377,10-19-0404-43,-0.285,-0.146,C211RES,4,1,0,0,0,0,0,-0.3006975488387306,-0.20311877919104868,0.6581184827101988,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
378,01-14-1904-43,0.42,-0.519,C714WMV,4,1,0,0,0,0,0,0.6649066769916234,-0.45099007879397995,0.16739722969099807,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
379,12-02-0075-43,-0.545,-1.098,C421YJG,4,1,0,0,0,0,0,-0.4451210233321413,-1.1218114291051364,1.4203661139395063,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
380,02-01-0017-43,-0.605,-0.147,D685IZA,4,1,0,0,0,0,0,-1.0722140107292346,-0.3871620694863709,1.325590161019941,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
381,12-29-1026-43,0.601,0.122,C438VWY,4,1,0,0,0,0,0,0.39773621530310316,0.15756763010242894,-0.08600363953820102,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,0,0.54,0.14,0.22,0
382,13-08-0475-43,0.375,-0.154,C019BNR,4,1,0,0,0,0,0,0.5073675472377212,-0.27231435919087604,0.14782817939918746,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
383,13-08-0475-43,-0.467,1.179,C019NNM,4,1,0,0,0,0,0,-0.6318417188267088,2.084796295363915,-0.7613017338037098,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,1,0.54,0.14,0.22,0
384,06-13-0380-43,0.766,0.128,C220XEH,4,1,0,0,0,0,0,0.9404069626061359,0.2775514965177435,-0.5486666529592357,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,0,0.54,0.14,0.22,0
385,17-11-0351-43,2.283,0.947,C013YIG,4,1,0,0,0,0,0,1.4152862770535661,2.457053846522092,-2.4486968438641927,0,1,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,1,0.54,0.14,0.22,1
