,Cod_Estab,measure_L,measure_M,Cod_Personal,LastGrade,G4,G5,G6,G7,G8,G9,measure_L_std,measure_M_std,studentPerformace,LastGrade_aux,y_pred,PrecisionLastGrade_4,RecallLastGrade_4,F1LastGrade_4,predLastGrade_4,PrecisionLastGrade_5,RecallLastGrade_5,F1LastGrade_5,predLastGrade_5,PrecisionLastGrade_6,RecallLastGrade_6,F1LastGrade_6,predLastGrade_6,PrecisionLastGrade_7,RecallLastGrade_7,F1LastGrade_7,predLastGrade_7,PrecisionLastGrade_8,RecallLastGrade_8,F1LastGrade_8,predLastGrade_8,PrecisionLastGrade_9,RecallLastGrade_9,F1LastGrade_9,predLastGrade_9
1468,04-16-0533-43,1.542,0.645,D743NWR,7,1,1,1,1,0,0,1.365618415979305,0.8236437432037048,-1.2370152737237152,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1469,17-07-0131-43,2.038,1.322,C573NAA,7,1,1,1,1,0,0,2.7777946388140466,1.5606637106600445,-2.747149117538288,0,1,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,1,0.54,0.14,0.22,1
1470,09-21-0667-43,0.191,-0.288,C122KHN,7,1,1,1,1,0,0,0.18250339536515833,-0.6865697374926141,0.6715956119558989,0,0,0.9,0.87,0.88,0,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1471,08-01-0047-43,2.509,1.062,D539FCW,7,1,1,1,1,0,0,3.1282055374696154,1.9384175706461335,-3.262318087754738,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1472,05-04-0249-43,-0.042,-0.754,D451TSC,7,1,1,1,1,0,0,-0.03948284403810056,-0.6569374102997414,0.8041225402640386,0,0,0.9,0.87,0.88,0,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1473,05-13-0513-43,0.147,-0.754,E460SCX,7,1,1,1,1,0,0,0.17142053350176048,-1.4199250092365006,1.2078311043627648,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1474,03-07-0132-43,2.283,1.062,C967WMM,7,1,1,1,1,0,0,3.259519727240397,1.1220208549313877,-2.764943543709581,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1475,17-09-0082-43,-0.285,-0.847,D735DKQ,7,1,1,1,1,0,0,-0.9413585362955278,-2.035945767673973,2.4232107287255036,0,0,0.9,0.87,0.88,0,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1476,17-09-0082-43,-0.162,-1.109,D737WQY,7,1,1,1,1,0,0,-0.5350880101048264,-2.665718838666395,2.595476123019006,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,0,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1477,01-02-1265-43,0.534,0.12,D982CXG,7,1,1,1,1,0,0,0.6271565477048477,0.126114491785433,-0.2223716657610421,0,0,0.9,0.87,0.88,0,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1478,04-15-0521-43,1.398,-1.536,C918ACI,7,1,1,1,1,0,0,1.7917894323803087,-3.2743423682000397,1.421107371433374,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1479,03-15-0204-43,1.191,1.307,C168EXZ,7,1,1,1,1,0,0,1.3967728361181113,2.3621607741285184,-2.3674705879118294,0,1,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,1,0.54,0.14,0.22,1
1480,09-21-0034-43,0.948,-0.154,C981MBK,7,1,1,1,1,0,0,1.4408501616294394,-0.3326040876396773,-0.4558219968456073,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1481,03-10-1159-43,-0.285,1.081,C460CCF,7,1,1,1,1,0,0,-0.2934666678597208,1.98763514175231,-0.9258407843744189,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,1,0.54,0.14,0.22,0
1482,17-03-0449-43,0.534,0.0,C125MGQ,7,1,1,1,1,0,0,0.5037848410873101,0.0,-0.04595394553476962,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1483,01-03-1282-43,0.715,0.787,C415CBR,7,1,1,1,1,0,0,0.8186786330941991,1.0020423729144088,-0.9864467559250589,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,1,0.54,0.14,0.22,0
1484,10-14-2232-43,-1.359,-2.024,C712TJJ,7,1,1,1,1,0,0,-2.2313101157206283,-2.23109282609288,3.4580715660631167,0,0,0.9,0.87,0.88,0,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1485,13-31-1393-43,1.398,0.046,C785UWK,7,1,1,1,1,0,0,1.5620163407510999,0.07094261820175997,-0.8306651234868742,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1486,01-03-1294-43,1.068,0.79,C716XJG,7,1,1,1,1,0,0,1.3898687490453983,1.0007483530578687,-1.381470917611005,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,1,0.54,0.14,0.22,0
1487,17-03-3829-43,1.068,0.134,C475JYI,7,1,1,1,1,0,0,0.9398678186945832,0.24578172111046812,-0.5253954133895435,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1488,07-01-0428-43,0.766,0.515,C070UTG,7,1,1,1,1,0,0,0.6999423745131232,0.8590849971256072,-0.8011031841770784,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1489,04-15-0520-43,0.262,0.177,D530AGY,7,1,1,1,1,0,0,0.3182591224700382,0.19405082492931028,-0.05720364179821172,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1490,07-01-0445-43,-0.209,0.56,C120ZKH,7,1,1,1,1,0,0,-0.4697970567422629,1.7693014185023361,-0.6462460186743751,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1491,07-07-0008-43,0.147,-0.783,C718PBD,7,1,1,1,1,0,0,0.16337119042097326,-1.6581917538206576,1.3851375154600454,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1492,11-07-0383-43,-0.042,-0.288,D247WVG,7,1,1,1,1,0,0,-0.05615195977644605,-0.5005802663291115,0.7029861832502957,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1493,05-07-0015-43,2.085,-0.783,C462XDI,7,1,1,1,1,0,0,2.7611389588541133,-1.7892552825425576,-0.32120894897706753,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1494,09-02-0008-43,-0.209,-0.154,C321JRP,7,1,1,1,1,0,0,-0.19827650252280218,-0.22589665738533118,0.603535560563724,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1495,17-03-0449-43,-0.209,-1.836,C910FXE,7,1,1,1,1,0,0,-0.19717421683005207,-2.2042905481793698,2.0286634674141792,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1496,10-14-0334-43,1.068,-0.154,D642VDA,7,1,1,1,1,0,0,1.2120231472224468,-0.1924094579214256,-0.3982387525836254,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,0,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1497,09-09-0315-43,-0.684,-0.007,C020URH,7,1,1,1,1,0,0,-1.0064484625679935,-0.010950370830010419,1.0088527274720462,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1498,08-05-0046-43,1.007,0.505,D293TFS,7,1,1,1,1,0,0,1.216124237079787,1.0730784698532418,-1.3131594832927873,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1499,04-11-0459-43,1.007,-0.012,E477LWH,7,1,1,1,1,0,0,0.9188731716800028,-0.013733413854665914,-0.32380074300761086,0,0,0.9,0.87,0.88,0,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1500,06-10-0315-43,2.466,-0.007,C522MJC,7,1,1,1,1,0,0,3.237530111035761,-0.013048660061592594,-1.9316189811333921,0,1,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,0,0.54,0.14,0.22,1
1501,21-03-0166-43,1.32,0.525,C913LXF,7,1,1,1,1,0,0,1.2756606598677966,0.4743546084411097,-0.9229114272239601,0,0,0.9,0.87,0.88,0,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1502,06-02-0060-43,1.32,-0.088,C991SBQ,7,1,1,1,1,0,0,1.6226321370593157,-0.16663545453911294,-0.7014546744046598,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,1,0.54,0.14,0.22,0
1503,01-03-1282-43,2.283,1.837,D669RUX,7,1,1,1,1,0,0,2.614046600495184,2.3389476989120315,-3.194571007085999,0,1,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,1,0.54,0.14,0.22,1
1504,09-09-0314-43,1.068,-0.012,C519QQD,7,1,1,1,1,0,0,1.1186987108805095,-0.025715600392360392,-0.4536865940558257,0,0,0.9,0.87,0.88,0,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1505,17-03-0449-43,0.42,-0.012,D676YEL,7,1,1,1,1,0,0,0.39623526827091804,-0.014407127765878235,0.03898456958927066,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1506,17-06-3194-43,-0.285,0.12,C711CQG,7,1,1,1,1,0,0,-0.4586256340406222,0.2534407519514268,0.43853927259326014,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1507,22-04-0218-43,0.649,0.816,C857DPQ,7,1,1,1,1,0,0,0.6174537833865098,1.1027201216296372,-0.9195166243972654,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1508,01-03-7891-43,2.038,0.633,E494DPH,7,1,1,1,1,0,0,3.8206132264510644,1.0158891218467994,-3.077408685045823,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1509,08-05-0047-43,0.948,0.265,E481VCV,7,1,1,1,1,0,0,1.628696248066513,0.486922550899529,-1.1766986470056342,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,1,0.54,0.14,0.22,0
1510,10-04-0154-43,0.191,0.385,C312TUL,7,1,1,1,1,0,0,0.15905820052123903,0.43971013669500264,-0.12389794149916089,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1511,16-01-0069-43,0.262,0.433,C314AQW,7,1,1,1,1,0,0,0.4226633061914244,0.5422025311406415,-0.38050216827921807,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,0,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1512,13-11-0565-43,0.031,-2.146,C150JHF,7,1,0,0,1,1,1,0.049291040046698494,-3.930765759901167,3.1021365215486627,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1513,04-09-0441-43,1.132,1.503,D239TFB,7,1,1,1,1,0,0,1.0571425993517167,2.9582359507201565,-2.561644787675616,0,1,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,1,0.54,0.14,0.22,1
1514,09-09-0056-43,-0.605,-0.154,D599XKR,7,1,0,0,1,1,1,-1.0600205405330716,-0.2411058730486858,1.2118700883108513,0,0,0.9,0.87,0.88,0,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1515,10-04-0154-43,0.031,0.122,C523WJW,7,1,1,1,1,0,0,0.025815728880410525,0.13933671864101382,0.18495633373863196,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1516,16-15-0057-43,0.715,-1.56,D726PGG,7,1,1,1,1,0,0,1.436780544111622,-2.7389375463389483,1.2813209367869525,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1517,04-02-0094-43,-0.467,-1.41,D132QBR,7,1,1,1,1,0,0,-0.5994968043857558,-1.5053341961172415,1.8037986950952907,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1518,10-04-0007-43,-0.545,-0.677,C578DDG,7,1,1,1,1,0,0,-1.0419419566984138,-1.7961186234313664,2.320085405424903,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1519,10-04-0154-43,1.859,0.515,C591LMM,7,1,1,1,1,0,0,1.5481109673768763,0.5881836893452632,-1.1938179830219444,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,1,0.54,0.14,0.22,0
1520,10-17-0002-43,-0.467,-0.146,C111XNQ,7,1,1,1,0,0,1,-0.926202703365693,-0.24863934725707204,1.124535349549278,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1521,04-02-0102-43,-0.467,-0.007,D349TFY,7,1,1,1,1,0,0,-1.5601433037791264,-0.015191630092966204,1.3957383788027178,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1522,03-02-0082-43,1.132,-0.426,C318CVY,7,1,1,1,1,0,0,2.7690963075500292,-0.9693069874963091,-0.9176881662980882,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,1,0.54,0.14,0.22,0
1523,13-11-0565-43,0.375,0.134,C695NXY,7,1,1,1,1,0,0,0.5962625812100624,0.24544390113082779,-0.2869600838705683,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1524,10-15-0007-43,-0.042,0.046,C113LGX,7,1,1,1,1,0,0,-0.06511442162381427,0.0919793598630119,0.2821223278363155,0,0,0.9,0.87,0.88,0,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1525,08-03-0018-43,-0.412,0.177,C721IHW,7,1,1,1,1,0,0,-0.7766071793301905,0.4691827113317789,0.5034762702769546,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1526,12-01-0010-43,1.746,0.526,C367MCW,7,1,1,1,1,0,0,2.13464221872862,0.7586314814693741,-1.7232566701890066,0,1,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,1,0.54,0.14,0.22,1
1527,18-04-0306-43,1.542,1.322,C224DWG,7,1,1,1,1,0,0,1.632324651980892,1.9160928217517694,-2.209262827755042,0,1,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,1,0.54,0.14,0.22,1
1528,17-02-0042-43,0.191,0.645,C922UHE,7,1,1,1,1,0,0,0.21891374658262347,0.9187135433919427,-0.5106237665554323,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1529,14-20-0849-43,0.075,-0.288,D598YJA,7,1,1,1,1,0,0,0.1444935663092984,-0.483094831496019,0.5512936448036421,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1530,10-04-0154-43,0.83,-0.088,D462RXD,7,1,1,1,1,0,0,0.6911953216367979,-0.10050517410171488,-0.1034321474221569,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1531,16-01-0063-43,1.262,0.505,C547NSV,7,1,1,1,1,0,0,1.1058329602142265,0.8903415254462682,-1.1049996755251303,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,1,0.54,0.14,0.22,0
1532,13-22-1006-43,-2.518,0.249,C674SNZ,7,1,1,1,1,0,0,-3.0921641873304946,0.40406534039560416,2.155584250431177,0,0,0.9,0.87,0.88,0,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1533,01-11-1842-43,-0.087,-0.741,C915JDC,7,1,1,1,1,0,0,-0.12599768340643064,-1.4287888194061678,1.420393914289316,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1534,03-02-0222-43,1.007,0.947,D175GVM,7,1,1,1,1,0,0,1.057461678534304,1.327832295055254,-1.386781691835113,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,1,0.54,0.14,0.22,0
1535,14-08-0311-43,-0.832,0.79,D675GRM,7,1,1,1,1,0,0,-0.9855995804967348,1.983268563361278,-0.44289764630976425,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1536,10-08-0005-43,0.42,-0.369,C712ZIS,7,1,1,1,1,0,0,0.4411586040045905,-0.8485834678666225,0.6090607820527653,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1537,17-10-0507-43,0.305,-0.286,C046FXX,7,1,1,1,1,0,0,0.48716181429247696,-0.48053849831439366,0.3119088954998472,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1538,12-05-0235-43,0.147,-1.031,D433UXA,7,1,1,1,1,0,0,0.3229137176123605,-1.2838107137490515,1.0047120114438626,0,0,0.9,0.87,0.88,0,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1539,13-16-0778-43,-0.545,-1.41,D394QCQ,7,1,1,1,1,0,0,-2.013349776386497,-1.4815643503424896,2.7667692281521212,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1540,03-04-0106-43,3.52,2.664,C425GCL,7,1,1,1,1,0,0,4.184804906997448,2.9723085491937122,-4.739925665558638,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1541,13-10-0558-43,-0.335,-0.918,C117RTP,7,1,1,1,1,0,0,-0.6724585028814093,-2.2082384951120626,2.3609824494819884,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1542,12-23-0913-43,-0.545,-0.146,C711ZFN,7,1,1,1,1,0,0,-0.478041137250931,-0.22066673756783678,0.7937028618722888,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1543,07-16-0346-43,-0.545,-0.226,C219TME,7,1,1,1,1,0,0,-1.0084201699291109,-0.3541993053314892,1.2576100748093602,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1544,11-01-0009-43,0.191,0.56,C053RJP,7,1,1,1,1,0,0,0.2391666340050789,0.8719408284397108,-0.4909527471324231,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1545,14-12-0476-43,0.42,-0.154,C413GJG,7,1,1,1,1,0,0,1.2293181726502878,-0.2338841065292466,-0.380335789353735,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,0,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1546,13-26-1673-43,-0.162,-0.426,D136DLV,7,1,1,1,1,0,0,-1.4305367748024607,-0.7562982553900981,1.8400327100684484,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,0,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1547,10-13-1748-43,-0.335,-0.147,C312TPT,7,1,1,1,1,0,0,-0.5553767138071506,-0.4006048158980029,0.9770000946020518,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1548,09-13-3878-43,1.859,1.322,C823DTB,7,1,1,1,1,0,0,2.7611651222770943,2.2842406395167973,-3.2571264442638315,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1549,09-06-0265-43,-0.752,-0.226,D092IRS,7,1,1,1,1,0,0,-2.0956312168806654,-0.36276093481097366,2.0174502890850703,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1550,01-16-2107-43,1.595,0.907,E984ZNG,7,1,1,1,1,0,0,2.3089859747190036,1.0110835093995445,-2.0260644329065323,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1551,17-10-3866-43,-0.545,-0.014,C551EPY,7,1,1,1,1,0,0,-0.9274571870014958,-0.012014231808683077,0.9548616532762638,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1552,00-18-8992-43,0.948,0.775,F059HBY,7,1,1,1,1,0,0,1.0496029993490894,1.1890615008213197,-1.2813173789505283,0,0,0.9,0.87,0.88,0,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1553,13-21-1482-43,-0.042,-0.226,C317SEA,7,1,1,1,1,0,0,-0.09287874312949361,-0.3381952042514356,0.6114095616483088,0,0,0.9,0.87,0.88,0,0.8,0.75,0.77,0,0.75,0.68,0.71,0,0.64,0.36,0.46,0,0.59,0.24,0.35,0,0.54,0.14,0.22,0
1554,17-05-0123-43,0.031,0.526,D575JRZ,7,1,1,1,1,0,0,0.05682720863654751,1.2641519226661797,-0.64723169678809,0,0,0.9,0.87,0.88,1,0.8,0.75,0.77,1,0.75,0.68,0.71,1,0.64,0.36,0.46,1,0.59,0.24,0.35,0,0.54,0.14,0.22,0
